name,html,icon,img,x_coordinate,y_coordinate
Rooty Hill: Red-Light Speed Cameraÿ,"<img src=""https://doc-08-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/lfc63qu0vgfe9pukrbbqg2uhpg/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9mjI3NcTN28fRCzh2EhXgYPG5i5en3DqbEg3aha_pzYMvoiHcdDfjOMfq6iFvFtPnIvue7Jrm92HK6-DBFyFY-wnCEJ3vbisB0Xe4Co8FFS1Jt4wE3tzD9HwZnR6Prd_Jqey6kjeIVoBciPwV6sstpTj7wisaFuthf5eaIHyFjLplj4duPRX2n9KucE?session=0&fife"" height=""200"" width=""auto"" /><br><br>Rooty Hill -ÿSherbrooke Street / Railway Street.<br><br>EastBound",#icon-1535-A52714,https://doc-08-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/lfc63qu0vgfe9pukrbbqg2uhpg/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9mjI3NcTN28fRCzh2EhXgYPG5i5en3DqbEg3aha_pzYMvoiHcdDfjOMfq6iFvFtPnIvue7Jrm92HK6-DBFyFY-wnCEJ3vbisB0Xe4Co8FFS1Jt4wE3tzD9HwZnR6Prd_Jqey6kjeIVoBciPwV6sstpTj7wisaFuthf5eaIHyFjLplj4duPRX2n9KucE?session=0&fife,150.8350754,-33.7702024
Rooty Hill: Red-Light Speed Camera,"<img src=""https://doc-04-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/oehge0h7onvnvdbg88ovi1qcu4/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9mImw0rbfTktPskWS0XZ1CH-o6SwxyP3sspY6EIggLK1LfmzEzyd-USG7UL-yFhN4Gyeq0-eot4iC6_kwDNtrWdfoARyfQhvr1nL-ymRcaIqn-yVJKXd4k849An_U9emtWy7BXggv0AQhoU6NvbaspILjHuWjithn4lJGSX9utfncnwy6CuPDJd6CKB?session=0&fife"" height=""200"" width=""auto"" /><br><br>Rooty Hill - Woodstock Avenue / M7 Northbound Off-Ramp<br><br>WestBound",#icon-1535-A52714,https://doc-04-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/oehge0h7onvnvdbg88ovi1qcu4/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9mImw0rbfTktPskWS0XZ1CH-o6SwxyP3sspY6EIggLK1LfmzEzyd-USG7UL-yFhN4Gyeq0-eot4iC6_kwDNtrWdfoARyfQhvr1nL-ymRcaIqn-yVJKXd4k849An_U9emtWy7BXggv0AQhoU6NvbaspILjHuWjithn4lJGSX9utfncnwy6CuPDJd6CKB?session=0&fife,150.847081,-33.7605854
Roselands: Red-Light Speed Camera,"<img src=""https://doc-04-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/4fvg8c3n4c52806ps3s2t390t0/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9m1xmulfT4okE8e2A9zF76KLYRiL3yz5XluY-oLNznJHmzYKlDk-qxYpDRfvK4XFsnvz7eUteSdbe1OlEykaf7xb58mq-SGesL9hMrPx5DrOsd991p8WO_4WsZANbQ79QAeuT0HfwPBtBosQdMyIyDN2ZvSXOuTcOGNp9MeImNNH1wcKLQx_DQvmdab?session=0&fife"" height=""200"" width=""auto"" /><br><br>Roselands - King Georges Rd A3 / Moorefields Rd.<br><br>NorthBound",#icon-1535-A52714,https://doc-04-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/4fvg8c3n4c52806ps3s2t390t0/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9m1xmulfT4okE8e2A9zF76KLYRiL3yz5XluY-oLNznJHmzYKlDk-qxYpDRfvK4XFsnvz7eUteSdbe1OlEykaf7xb58mq-SGesL9hMrPx5DrOsd991p8WO_4WsZANbQ79QAeuT0HfwPBtBosQdMyIyDN2ZvSXOuTcOGNp9MeImNNH1wcKLQx_DQvmdab?session=0&fife,151.075517,-33.939686
Rosleands: Red-Light Speed Cameras,"<img src=""https://doc-0s-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/gcd7i086hu5uae7sr5hpjaaddc/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9lsUkPB5Eb1OnXpLLfxGvbhANvfzQXHRhTXRGdmajOjtHG23sP9cLxwjbhT1ZyKmnv2pgWIH37Os7Bw4GDqJZJsQXTMw2cfuMFwiRUcI0yTC0oMq2SuxIC501bpotG7-aJdyzwGkX9W1gob_NNxO-yVX0ORKm3EX2VQqbzMLjnqR3SR_gnehD4IwcrB?session=0&fife"" height=""200"" width=""auto"" /><br><br>Rosleands (Wiley Park) - Canterbury Rd A34 / King Georges Rd A3 .<br><br>EastBound & WestBound<br><br>(temporarily removed due to road works)",#icon-1535-FF5252,https://doc-0s-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/gcd7i086hu5uae7sr5hpjaaddc/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9lsUkPB5Eb1OnXpLLfxGvbhANvfzQXHRhTXRGdmajOjtHG23sP9cLxwjbhT1ZyKmnv2pgWIH37Os7Bw4GDqJZJsQXTMw2cfuMFwiRUcI0yTC0oMq2SuxIC501bpotG7-aJdyzwGkX9W1gob_NNxO-yVX0ORKm3EX2VQqbzMLjnqR3SR_gnehD4IwcrB?session=0&fife,151.072295,-33.929447
Rozelle: Red-Light Speed Camera,"<img src=""https://doc-0k-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/bhfvhkbghdjvb0to691eknqo80/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9k0i68a2gwdfzFEUL7lXVAIMX6HSXvIZ6yXEBL7ora4sCC9G4YtffIAaBzcNT4lTvd6MaQK1HQq5tCni_hUBz5zp14vZmKGMII3oatcp9IfAANFJqAWu0fU8yq1zMCPcJU3zYmjoLTuply2uUyVhn4Hzm500g156l2-u2p4beHP0N-ApzqP3jclBB55?session=0&fife"" height=""200"" width=""auto"" /><br><br>Rozelle - Victoria Rd A40 / Wellington St.<br><br>SouthBound",#icon-1535-A52714,https://doc-0k-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/bhfvhkbghdjvb0to691eknqo80/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9k0i68a2gwdfzFEUL7lXVAIMX6HSXvIZ6yXEBL7ora4sCC9G4YtffIAaBzcNT4lTvd6MaQK1HQq5tCni_hUBz5zp14vZmKGMII3oatcp9IfAANFJqAWu0fU8yq1zMCPcJU3zYmjoLTuply2uUyVhn4Hzm500g156l2-u2p4beHP0N-ApzqP3jclBB55?session=0&fife,151.168659,-33.862848
Rozelle: Red-Light Speed Camera,"<img src=""https://doc-10-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/dhatgraf91q5rt4t33q146uv54/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9l-E9REFD1Z4kvasDDJUCYPGUm6QA79TSYpeZ1QvYM84uu9jYob6RWX6hnOx05OyIxu2DEnJDq5QvRPlwoIhr8d5RPU-YGKMLdgpyUU8w4eXCp7dueKsHiaXb6OklXBG-NFqGgzFf9Mm2hFXO-ZQ_j-rJ5LznOtG5yrhk1ngMzDsXtUFvwdQAHTyOWO?session=0&fife"" height=""200"" width=""auto"" /><br><br>Rozelle - Victoria Rd A40 / Evans St.<br><br>South-EastBound",#icon-1535-A52714,https://doc-10-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/dhatgraf91q5rt4t33q146uv54/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9l-E9REFD1Z4kvasDDJUCYPGUm6QA79TSYpeZ1QvYM84uu9jYob6RWX6hnOx05OyIxu2DEnJDq5QvRPlwoIhr8d5RPU-YGKMLdgpyUU8w4eXCp7dueKsHiaXb6OklXBG-NFqGgzFf9Mm2hFXO-ZQ_j-rJ5LznOtG5yrhk1ngMzDsXtUFvwdQAHTyOWO?session=0&fife,151.172124,-33.8653
Rushcutters Bay: Red-Light Speed Camera,"<img src=""https://doc-0c-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/e4gjoptps87nc8si3fnbj2limo/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9n_DogdoBapX_o5PWqcjtcuOSDS9H5b9EBqxHgNGjQ1y58VJpHbRd6KZ_5d8qcsz4RQZ7Zneen4KA2V6jBsPp2g9C_49sJYb6yEx9BvpkdAeTKWAlzd04Ec7ywvMuHcOsLapfXfXE58WCDD6wqhDdD-cRVJs9DK97zk4eSwC_mE6Z-Q8lPzw9tvjdW1?session=0&fife"" height=""200"" width=""auto"" /><br><br>Rushcutters Bay - New South Head Rd / Craigend St / Mclachlan Av.<br><br>WestBound",#icon-1535-A52714,https://doc-0c-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/e4gjoptps87nc8si3fnbj2limo/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9n_DogdoBapX_o5PWqcjtcuOSDS9H5b9EBqxHgNGjQ1y58VJpHbRd6KZ_5d8qcsz4RQZ7Zneen4KA2V6jBsPp2g9C_49sJYb6yEx9BvpkdAeTKWAlzd04Ec7ywvMuHcOsLapfXfXE58WCDD6wqhDdD-cRVJs9DK97zk4eSwC_mE6Z-Q8lPzw9tvjdW1?session=0&fife,151.2284911,-33.8768985
Ryde: Red-Light Speed Camera,"<img src=""https://doc-0c-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/mrtsq8n0lh00qll1nevdg6an2k/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9nFDI3hEq-9NC87T4RORsSE-l46ReOSrN5-3Oo51inU3dQM3duYsclbaB7ZY_AmJvROTHBcPXaYsyuQKaBcj86YI3IiBzSXj0sxcA2iIpwUHol-jlc3nch074lrrcbXP3PTf4-YkxAq9LZ2wdPiDqB-_RAwh9ihypk5S9uN5Do5joJU7Li3EPhl3xIi?session=0&fife"" height=""200"" width=""auto"" /><br><br>Ryde - Victoria Rd A40 / Church St A3 / Devlin St.<br><br>WestBound",#icon-1535-A52714,https://doc-0c-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/mrtsq8n0lh00qll1nevdg6an2k/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9nFDI3hEq-9NC87T4RORsSE-l46ReOSrN5-3Oo51inU3dQM3duYsclbaB7ZY_AmJvROTHBcPXaYsyuQKaBcj86YI3IiBzSXj0sxcA2iIpwUHol-jlc3nch074lrrcbXP3PTf4-YkxAq9LZ2wdPiDqB-_RAwh9ihypk5S9uN5Do5joJU7Li3EPhl3xIi?session=0&fife,151.103398,-33.815956
Seven Hills: Red-Light Speed Cameras,"<img src=""https://doc-0k-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/jmuf3k6808h1sse1u45uoqqrcc/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9kRh0pb_5qVvSLxH51CFr7rUXVUTm88QR4KsgDzmLSAF-2JoVYK2L9Oz-gURzZuuglV8J5RbA5Blb3Tz7tn5cHixlLdz9bmFWunZ0L2ds5JwarS8Ps3qHsJoPOZuVlPphe0ap6v8K7R95wfdsfYgrDFyZ4n-2N_HhNrSNoG9fuEpnlhvAxIpMcpulMI?session=0&fife"" height=""200"" width=""auto"" /><br><br>Seven Hills - Prospect Highway / Abbott Rd / Station Rd / Johnson Av.<br>Note: One camera is on a downhill slope, easy to make a mistake here.<br><br>North-EastBound & South-WestBound",#icon-1535-A52714,https://doc-0k-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/jmuf3k6808h1sse1u45uoqqrcc/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9kRh0pb_5qVvSLxH51CFr7rUXVUTm88QR4KsgDzmLSAF-2JoVYK2L9Oz-gURzZuuglV8J5RbA5Blb3Tz7tn5cHixlLdz9bmFWunZ0L2ds5JwarS8Ps3qHsJoPOZuVlPphe0ap6v8K7R95wfdsfYgrDFyZ4n-2N_HhNrSNoG9fuEpnlhvAxIpMcpulMI?session=0&fife,150.942849,-33.768379
Silverwater: Red-Light Speed Camera,"<img src=""https://doc-10-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/usaus3p1nnujc95ovvtvq261d4/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9loaCIIkpxuT7nXo84DWkwoNyXgk2h-1GhbEHTnkx8FmF-xGwy8ga-_LLcLI0DjWZ8HomNUNE9TpkA9nKKmZNsU0v4R-w79jW_Brf1BlEEPfuk1iFEex83HATy7KCyZ5Qvng07qSQMdXr0xrjgb3KiCzUqULjR_Hd6PJ99iguIg9y2A3f9D3CVhM8K9?session=0&fife"" height=""200"" width=""auto"" /><br><br>Silverwater Road / Holker St<br><br>Southbound",#icon-1535-A52714,https://doc-10-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/usaus3p1nnujc95ovvtvq261d4/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9loaCIIkpxuT7nXo84DWkwoNyXgk2h-1GhbEHTnkx8FmF-xGwy8ga-_LLcLI0DjWZ8HomNUNE9TpkA9nKKmZNsU0v4R-w79jW_Brf1BlEEPfuk1iFEex83HATy7KCyZ5Qvng07qSQMdXr0xrjgb3KiCzUqULjR_Hd6PJ99iguIg9y2A3f9D3CVhM8K9?session=0&fife,151.0497272,-33.8301858
Silverwater: Red-Light Speed Camera,"<img src=""https://doc-04-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/l7l3o60ds9p8gjhpn2lnphhr3c/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9mxAGh4oBKxS3936uQnvJQXqV2JA_lW9KPbWBdyChXzQpwP5AQXFmLeLa6QAv6Ny7oWsYGyKzrMXkmgDoKATsYWFeUg259kJZJka9H3soRCIAoiG0GU5uvVEozcSChu-TBttq4Mp130ckVB_1eupjWACdUWRq7WzvoR_2YXgyhGS4he1KjvTBSXOxlW?session=0&fife"" height=""200"" width=""auto"" /><br><br>Silverwater - M4 Ramp / Silverwater Rd A6 .<br><br>SouthBound",#icon-1535-A52714,https://doc-04-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/l7l3o60ds9p8gjhpn2lnphhr3c/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9mxAGh4oBKxS3936uQnvJQXqV2JA_lW9KPbWBdyChXzQpwP5AQXFmLeLa6QAv6Ny7oWsYGyKzrMXkmgDoKATsYWFeUg259kJZJka9H3soRCIAoiG0GU5uvVEozcSChu-TBttq4Mp130ckVB_1eupjWACdUWRq7WzvoR_2YXgyhGS4he1KjvTBSXOxlW?session=0&fife,151.0444055,-33.8423374
Silverwater: Red-Light Speed Cameras,"<img src=""https://doc-0s-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/u4h09t5o0kdl2au0cahlu5auek/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9nJ1WoplZuujxXBICfwydUCrcDHQLo3uNujYSEK_e8MrGejGtZLFadFq0UQT_ynbPyZ6fTXyqd6ph62zyCR5f-7FTX9QJkf2xo0rKspid9sOvdC2Cxt8Ebwka_csE2Xm0xVrGl9X08r7fvAiYRCCJj5ZgYcuoDSqvSitE42QStkzPocP7FLXWD9wtJ4?session=0&fife"" height=""200"" width=""auto"" /><br><br>Silverwater - Silverwater Rd A6 / M4 Ramp.<br>Note: One of 2 cameras is located on the M4 off-ramp (monitoring right-turn).<br><br>NorthBound & WestBound",#icon-1535-A52714,https://doc-0s-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/u4h09t5o0kdl2au0cahlu5auek/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9nJ1WoplZuujxXBICfwydUCrcDHQLo3uNujYSEK_e8MrGejGtZLFadFq0UQT_ynbPyZ6fTXyqd6ph62zyCR5f-7FTX9QJkf2xo0rKspid9sOvdC2Cxt8Ebwka_csE2Xm0xVrGl9X08r7fvAiYRCCJj5ZgYcuoDSqvSitE42QStkzPocP7FLXWD9wtJ4?session=0&fife,151.0435956,-33.8432547
Smithfield: Red-Light Speed Camera,"<img src=""https://doc-0k-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/ab7d3mmqcogdip2gj8jf890nf0/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9mhJGfFBaGVZZiFSs98jvU3VxkSX7f4WN6QPaUz_ZoPw72rmhJ8uFwiiAvMDHRMi77MwLcaXJqc6HzpM7sxdnFBaG7pf8AnZPLznVlpVp3wJ8brHJ1NSlEm6vafOyX63nRnlSvqhC372zUxDy7zhdaFtuLXGx9yJ9ObEmuw9dFqH2_b4TdZMCdpV9Bc?session=0&fife"" height=""200"" width=""auto"" /><br><br>Smithfield - Cumberland Hwy A28 / The Horsley Dr / Smithfield Rd.<br><br>South-EastBound",#icon-1535-A52714,https://doc-0k-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/ab7d3mmqcogdip2gj8jf890nf0/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9mhJGfFBaGVZZiFSs98jvU3VxkSX7f4WN6QPaUz_ZoPw72rmhJ8uFwiiAvMDHRMi77MwLcaXJqc6HzpM7sxdnFBaG7pf8AnZPLznVlpVp3wJ8brHJ1NSlEm6vafOyX63nRnlSvqhC372zUxDy7zhdaFtuLXGx9yJ9ObEmuw9dFqH2_b4TdZMCdpV9Bc?session=0&fife,150.940969,-33.853479
Smithfield: Red-Light Speed Camera,"<img src=""https://doc-0c-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/ptss0vp2doo5jkgromfltsv8t8/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9kL8FcjTdOzfZv7HIM-ZP9176hL9acGBAc6x_kw7jYjHbcdLxRl6rxehIGZ9Ch7u5qyA_-D7ywSxjoot18VLjtFvChlyuT5QH9270GosegxyYybG2TGw1Kwn-CJXge6xm8nlC3fm0MZCNV0OqekM0GD0A9xYsS7AJY_zg4VETXB0Y3nyuN3ayiVsN_K?session=0&fife"" height=""200"" width=""auto"" /><br><br>Smithfield - Polding Street / The Boulevarde<br><br>EastBound",#icon-1535-A52714,https://doc-0c-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/ptss0vp2doo5jkgromfltsv8t8/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9kL8FcjTdOzfZv7HIM-ZP9176hL9acGBAc6x_kw7jYjHbcdLxRl6rxehIGZ9Ch7u5qyA_-D7ywSxjoot18VLjtFvChlyuT5QH9270GosegxyYybG2TGw1Kwn-CJXge6xm8nlC3fm0MZCNV0OqekM0GD0A9xYsS7AJY_zg4VETXB0Y3nyuN3ayiVsN_K?session=0&fife,150.9389305,-33.8619502
Smithfield: Red-Light Speed Camera,"<img src=""https://doc-04-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/qfpu1f0cm2tgkbd2st00kh0a4c/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9l6tZkrO9hABpTR7n6ZSGhmIoDGsT97WzA62L-YaU_JQs1ZLTQxYZXzrIe3bF3AW-zGsqRyexlNubS-03sbSz-uDEAXwLU7yylx-gddyt2kSJDDy2mGCtF-5fVGTTBBFImsGnpGVeWd048OtzM7AdoD6XqYXE5oAnN--6U9eTHRo3EELzMr8qdp7YEN?session=0&fife"" height=""200"" width=""auto"" /><br><br>Smithfield - Hassall St / The Horsley Dr / Gipps St.<br><br>WestBound",#icon-1535-A52714,https://doc-04-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/qfpu1f0cm2tgkbd2st00kh0a4c/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9l6tZkrO9hABpTR7n6ZSGhmIoDGsT97WzA62L-YaU_JQs1ZLTQxYZXzrIe3bF3AW-zGsqRyexlNubS-03sbSz-uDEAXwLU7yylx-gddyt2kSJDDy2mGCtF-5fVGTTBBFImsGnpGVeWd048OtzM7AdoD6XqYXE5oAnN--6U9eTHRo3EELzMr8qdp7YEN?session=0&fife,150.922218,-33.850835
Smithfield: Red-Light Speed Camera,"<img src=""https://doc-0g-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/fln37arct3o5kbalo91l998s24/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9lLUj_4oCyVxprI2BCY-p-CAPx6WczXvaVtAxOOTV94SDZo_DWdVEmdx8cbz7v2_237IOBLMWosEN6vvBUVOQozksjKMtnJ8ryg50qEVQKa9R-n2NZdNGpO0tEole3f6b7YPzemZt9u7iBUD6KeYy5atOnWsxQ54BRjHuA48E8GLHgpN7uWKP_r5L2t?session=0&fife"" height=""200"" width=""auto"" /><br><br>Smithfield - Victoria St / Hassall St.<br><br>WestBound",#icon-1535-A52714,https://doc-0g-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/fln37arct3o5kbalo91l998s24/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9lLUj_4oCyVxprI2BCY-p-CAPx6WczXvaVtAxOOTV94SDZo_DWdVEmdx8cbz7v2_237IOBLMWosEN6vvBUVOQozksjKMtnJ8ryg50qEVQKa9R-n2NZdNGpO0tEole3f6b7YPzemZt9u7iBUD6KeYy5atOnWsxQ54BRjHuA48E8GLHgpN7uWKP_r5L2t?session=0&fife,150.922633,-33.848826
South Wentworthville: Red-Light Speed Camera,"<img src=""https://doc-00-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/d4hv38vqqpls1vqhkqd935h094/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9lgAFXCfAE9GSYPXJrvJHC1tvIgQQHzHpjRjXo-hhnpMP4d6ecoKCA8VJwMFF5_K0dqlHRCaTKhBfbolETksytGp-dKeEUiQI1ZgIe8hwOwBGH6dgP2kjAwFdFLuctSdICdm3Bq0QvcegNB6Bm-m4wjyZ8rd2yvcFuxoNOmu92CmJzRdW1dwMjJuygK?session=0&fife"" height=""200"" width=""auto"" /><br><br>South Wentworthville - Cumberland Hwy A28 / Old Prospect Rd / Jersey Rd<br><br>SouthBound",#icon-1535-A52714,https://doc-00-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/d4hv38vqqpls1vqhkqd935h094/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9lgAFXCfAE9GSYPXJrvJHC1tvIgQQHzHpjRjXo-hhnpMP4d6ecoKCA8VJwMFF5_K0dqlHRCaTKhBfbolETksytGp-dKeEUiQI1ZgIe8hwOwBGH6dgP2kjAwFdFLuctSdICdm3Bq0QvcegNB6Bm-m4wjyZ8rd2yvcFuxoNOmu92CmJzRdW1dwMjJuygK?session=0&fife,150.962673,-33.817487
St Marys: Red-Light Speed Cameras,"<img src=""https://doc-0o-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/fus5j6qifflg8kn0t78v8mrcqk/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9knlQ5pMpmEtKfA6nZsRYVYKRNeUBvOXaKAiGMR7DMbSOl1SNkgrGZtW8LRZMIbt0iIO_RMLYJ-bQlthcUQqfddR3cDmLXCNoWl1IIX7Uw6kNkzQI6O0QNuftE8X81igKXs4EESQJ2uRXA_WsoNZRs7GSw3JQbLZon5hT1YbsQd0v0YxFPXiPa6n2mQ?session=0&fife"" height=""200"" width=""auto"" /><br><br>St Marys - Great Western Hwy A44 / Charles Hackett Dr / Pages Rd.<br><br>EastBound & WestBound",#icon-1535-A52714,https://doc-0o-7k-mymaps.googleusercontent.com/untrusted/hostedimage/l6g5ndp3jkqtbhkj1l07plc9fc/fus5j6qifflg8kn0t78v8mrcqk/1667967300000/xnVxv9drjIqXT35k_96iSmnVSuxYXQQp/*/6AKgB-9knlQ5pMpmEtKfA6nZsRYVYKRNeUBvOXaKAiGMR7DMbSOl1SNkgrGZtW8LRZMIbt0iIO_RMLYJ-bQlthcUQqfddR3cDmLXCNoWl1IIX7Uw6kNkzQI6O0QNuftE8X81igKXs4EESQJ2uRXA_WsoNZRs7GSw3JQbLZon5hT1YbsQd0v0YxFPXiPa6n2mQ?session=0&fife,150.768744,-33.769585
